index,Personnage,Réplique
736,Dagonet," Le premier truc qui frappe, c’est la langue. Vous savez ce que c’est, on arrive sur place, boum… En fait, c’est quand on commence à entendre les gens parler que là… là, on se dit : je suis pas chez moi."
737,Dagonet," [Le vieux] a essayé de me vendre un genre de turban, comme ils se mettent sur la tête, là-bas. J'ai d'abord commencé par l'envoyer chier, puis je me suis dit que ça ferait sûrement plaisir au seigneur Karadoc."
738,Dagonet, Heureusement qu’on n'a aucune dignité… Sinon on serait bien dans la merde.
739,Dagonet," Eh... Il a pas inventé le plat de la main morte, celui-là."
740,Dagonet, Attendez faut que je fasse une multiplication par trois la ? J'espère que vous avez prévu une collation. [...] Si je la pose je vais plus vite mais c'est toujours faux.
741,Dagonet, On est pas tellement des gens de terrain nous. Après on est pas des cerveaux non plus me faites pas dire ce que j'ai pas dit
742,La Dame du Lac," Il faut dormir un peu, maintenant. Si si, maintenant. Parce que vous êtes fatigué. Et quand vous vous réveillerez, vous aurez oublié vos soucis."
743,La Dame du Lac," C'est pas bien, ce que vous avez fait. On n'abandonne pas une mission sous prétexte que... (Arthur ne bronche pas d'un poil) Vous ne me voyez pas ? Houhou ! Y a quelqu'un ?... Vous ne m'entendez pas non plus ?... (Arthur ne réagit toujours pas) Si c'est comme ça, je m'en vais... (Elle disparaît. Arthur se retourne et tire la langue) ALORS ÇA C'EST VRAIMENT PAS MALIN !"
744,La Dame du Lac," J'ai dit ""elle aussi"" ? […] Oh, ça m'étonne, ça... Vous êtes sûr que j'ai pas dit ""elle est sympa"" ?"
745,La Dame du Lac, Vous n’avez aucun courage. Aucune dignité. Votre manque de foi est en train de tout détruire.
746,La Dame du Lac, (Terrorisée) Ils m'ont ba... Ils m'ont ba...  ILS M'ONT BANNIE !
747,La Dame du Lac," Au départ, je devais vous guider vers la lumière, vers le Graal. Mais vous, vous préférez n'en faire qu'à votre tête : Lancelot s'en va ? Pas grave, qu'il s'en aille ! Guenièvre part avec lui ? Eh ben qu'elle se tire, ça fera de l'air ! Il faut jamais convoiter la femme d'un autre chevalier ? Ben eh, je m'en fous, moi ! Je la convoite quand même ! Résultat : bannie ! Ah vous pouvez être fier de vous ! (elle pleure)"
748,La Dame du Lac," Je sais ni boire, ni manger, ni m’habiller, ni me laver, ni rien ! Vous sentez que je vais être un fardeau pour vous, ou pas ?"
749,La Dame du Lac," Vous ne voulez pas larguer votre femme illégitime et lever une armée pour aller reprendre votre femme légitime ? Honnêtement, ça m'arrangerait."
750,La Dame du Lac, Gardez votre épée et servez-vous en pour trouver le Graal ! [Arthur replante Excalibur]
751,La Dame du Lac," Hé ! Hééé ! J'suis pas une spécialiste, mais à mon avis, là, vous allez mourir, hein !"
752,Le Duc d'Aquitaine," Ah mais non... Mais vous vous êtes encore sur l'ancienne ! […]
Tout à fait, excusez-moi, j'ai pas percuté. Non non, l'autre elle est morte. Heu... Les articulations soutenaient plus son poids. Donc elle a commencé par se remplir d'eau par les coudes et après c'est passé aux chevilles, c'est remonté aux genoux et un matin, elle avait tellement gonflé que j'ai appelé la garde.
Alors heu... Ils sont venus, ils lui ont mis un coup de lance et puis elle a essayé de se... de se faufiler comme ça, pour se cacher sous le buffet.
Pis elle passait pas parce que bon ben... Elle avait plus conscience de sa masse donc elle est restée là, comme ça, pis... Bah six heures après, elle était crevée.

Donc : la Duchesse d'Aquitaine."
753,Le Duc d'Aquitaine," « Si c’est ma tête qui vous revient pas, vous pouvez toujours aller roupiller dans le couloir. […] Et à partir de maintenant, si j’entends un mot plus haut que l’autre je vous… renvoie dans votre bled d’at… natal à coups de pied dans… dans le fion. Comme ça vous pourrez aller ratisser la bouse et torcher le cul des poules, ça vous fera prendre l’air. »"
754,Le Duc d'Aquitaine," Non, mais on peut adapter. […] On peut dire, euh… bon, je dis : […] « Avec votre dégaine… euh… […] Avec votre dégaine de crevette, faites gaffe à pas vous faire bouffer par un mérou. »"
755,Le Duc d'Aquitaine, Coucou coucou !
756,Le Duc d'Aquitaine, Si c'est le type le plus recherché du royaume c'est normal qu'il soit pas donné.
757,Le Duc d'Aquitaine, (Duchesse d'aquitaine : J'ai été insultée !) Oui bah ça va ! Vous l'avez traité de quoi ? De gredine ? (Duchesse : De pute !) Oui bon…
758,Le Duc d'Aquitaine," ...surtout pour le peuple breton qui commençait sérieusement a tirer la langue.[...] En fait c'est métaphorique... ils tirent pas littéralement tous la langue. Ils sont au bout du rouleau quoi. La aussi c'est métaphorique, il y a pas littéralement un gros rouleau... Avec des gens au bout qui sont... (bégaye) Avec, Avec des gens au bout qui..."
759,Le Duc d'Aquitaine," Je viens de débourser deux mille solidis pour vous éviter une mise a mort publique a Kaamelott, la moindre des choses ce serait de vous montrer un peu courtois quand je vous convie a un goûter."
760,La Duchesse d'Aquitaine, Il va lâcher deux milles raides pour acheter le type le plus recherché du royaume ! 
761,Edern," Mais c’est pas juste, ça ! J’ai jamais porté de rose, hein. J’aime pas les fleurs, je me lave pas et je pisse dans mon armure, comme vous !"
762,Edern," Quoi, c'est parce que je préfère les hommes c'est ça ? À ce compte-là, faut virer Bohort aussi…"
763,Edern," Tapette, mais c'est qui qui se trimballe en robe à travers tout le pays ? […] Moi j'te parle p'tite fofolle !!"
764,Edern, Dehors le cureton ! Dehors le cureton ! (Les autres chevaliers reprennent tous ensemble avec elle)
765,Arthur," Si ça s’trouve ? Alors pour nous sortir de là il va nous falloir un peu plus solide que du ""si ça s’trouve"" !"
766,Arthur," C'est du patrimoine, ça ?"
767,Arthur," Y'a pas à dire, dès qu'il y a du dessert, le repas est tout de suite plus chaleureux !"
768,Arthur," Qu'est-ce qu'ils foutent, ces cons de Saxons ?"
769,Arthur," Mon père, il n'était pas ébouriffé, déjà, hein, il avait une coupe à la con mais c'était plutôt aplati, et puis il était pas vaporeux, voilà ! Allez, au lit !"
770,Arthur," Mais Bohort, j'vais vous faire mettre au cachot [...]. Non mais j'vous écoute, j'vous écoute seulement j'vous préviens, j'vous l'dis, j'vais vous faire descendre en cabane avec un pichet de flotte et un bout de pain sec. J'suis désolé, j'suis démuni, j'vois pas d'autre solution. Et puis j'pense que ça vous donnera un peu l'occasion de... de réfléchir un peu à tout ça à tête reposée, de prendre un peu d'recul sur les choses parce que Bohort, on n'réveille pas son roi en pleine nuit pour des conneries, encore moins deux fois d'suite..."
771,Arthur," C’est vrai ce qu’on dit, vous êtes le fils d’un démon et d’une pucelle ? […] Vous avez plus pris de la pucelle."
772,Arthur," Mais vous allez me foutre le camp, espèce de con !?"
773,Arthur," Mais ils s'débrouillent ! Une relève toutes les deux s'maines, j'me fous pas d'eux quand même ! C'est ça monter la garde, hein, j'suis désolé. On n'a jamais dit qu'c'était une sinécure…"
774,Arthur," Nouvelle technique : on passe pour des cons, les autres se marrent, et on frappe. C’est nouveau. […] Ah non, ça c’est que nous. Parce qu’il faut être capable de passer pour des cons en un temps record. Ah non, là-dessus on a une avance considérable."
775,Arthur," Il commence à doucement me faire chier celui-là, aussi !"
776,Arthur," Oh ! Bah si on vous emmerde, vous prévenez ! Bah oui, c'est un peu là que ça se passe !"
777,Arthur, Sortez-vous les doigts du cuuuuuuul !!!
778,Arthur," Moi je serais vous, j'irai me recoucher vite fait avant de prendre un pain !"
779,Arthur," Vous en ce moment c'est pas terrible. La gloire, la légende, les quêtes, tout ça c’est… C’est… c’est pas terrible. (Perceval et Karadoc se regardent, à moitié d’accord) Ah non, mais ne réfléchissez pas ! J’vous l’affirme ! C’est pas terrible ! C’est nul, nul, archi nul, vous êtes des ZEROS !"
780,Arthur," Sur le principe, la Table ronde, c'est pas obligatoire."
781,Arthur," Oui, je sais, j'ai arbitré un peu sec. Mais en même temps…"
782,Arthur," Avec ma mère, faut que tout soit carré."
783,Arthur," Oui… non… nous, on mange quand on a faim."
784,Arthur," Ah, mais des tanches pareilles, on devrait les mettre sous verre, hein !"
785,Arthur," Au bout d'un moment, il est vraiment druide, c'mec-là, ou ça fait quinze ans qu'il me prend pour un con ?"
786,Arthur," Ah ! ben ça… i'faut se méfier, avec les mecs à cran !…"
787,Arthur," On se fait couper les deux bras, on revient vous voir, et 5 minutes après on retourne se mettre sur la gueule ! Mettez-vous à la place des ennemis, c'est désespérant."
788,Arthur," Non, moi j'crois qu'il faut qu’vous arrêtiez d'essayer d'dire des trucs. Ça vous fatigue, déjà, et pour les autres, vous vous rendez pas compte de c'que c'est... Moi quand vous faites ça, ça me fout une angoisse... J'pourrais vous tuer, j'crois. De chagrin, hein ! J'vous jure c'est pas bien. Il faut plus que vous parliez avec des gens."
789,Arthur," Quand je viens vous voir, pour vous demander des trucs ; c'est l'enchanteur que je viens voir ; pour qu'il m'donne des solutions d'enchanteur : pas des combines à la noix ou des remèdes de bonne femme ! Vous êtes mon enchanteur, vous êtes pas ma grand-mère, OK ?"
790,Arthur," La prochaine fois que vous faites venir un barde, je lui ouvre le bide de là à là, j'lui sors les boyaux et je file sa langue à bouffer aux chiens. C'est clair, ça ?"
791,Arthur," Ah bah ça change, oui ! Un type tout nu qui balance des assiettes !"
792,Arthur," Et alors figurez-vous que les dux bellorum, ils décorent pas leurs chambres avec des bonshommes sportifs qui se baladent le sifflet a l'air ! C'est pas tellement l'ambiance !"
793,Arthur, Ça vous fait pas mal à la tête de glandouiller vingt-quatre heures sur vingt-quatre ?
794,Arthur, Qu'est ce qui vous prend à tous cette nuit ? vous voulez que je vous balance dans les douves ou quoi ?
795,Arthur," Oh, mais c'est pas vrai, mais vous allez m'gonfler jusqu'à quand ? Une heure que j'crapahute dans tout le château avec ma bougie, ça va bien, maintenant !"
796,Arthur," J'en ai rien à foutre ! Vous pourriez vous marier avec une chèvre si ça vous chante. Et puis, si y en a une qu'est d'accord, rappelez-vous qu'c'est inespéré, puis sautez sur l'occasion."
797,Arthur," Dieu ! Depuis qu’vous êtes arrivé - ça fait quoi, ça fait deux-trois ans à peu près, enfin j’veux dire deux-trois ans que le truc a bien pris, quoi, qu’les gens en parlent, tout ça - moi j’fais tout c’que j’peux pour mettre les gars au pas. La quête du Graal, le côté symbolique, la lumière, la salvation, tout ça... j’crois qu’c’est bien rentré. Parce que c’était pas gagné quand même. Moi les mectons d’la Table Ronde c’est pas des flèches, vous êtes au courant d’ça. Quand j’leur parle du Graal, eux ils cherchent un vase, et c’est marre. Si j’commence à m’lancer dans des explications comme quoi c’est pas l’objet qui est important mais le côté symbolique, le sang d’vot’fils, la vie éternelle alors là, les gars y me regardent avec des billes comme ça et puis y décrochent, ah hein, rideau ! Alors j’crois que c’qu’y s’rait pas mal, si on veut faire un peu avancer l’histoire, voyez, ça s’rait de faire péter un signe, mais un truc commac, hein. Parce que la Dame du Lac c’est bien gentil, mais euh, comme y a que moi qui peux la voir, c’est pas très encourageant pour les autres. Non au contraire, quand y m’voient causer tout seul, y s’demandent si j’ai pas carrément tourné la carte. Alors voilà, faites c’que vous pouvez, quoi. J’compte sur vous. Donc euh… amen… enfin euh… deo gratias j'sais pu quoi… j’suis désolé, j’ai pas eu le temps de potasser les formules."
798,Arthur," Merlin, i'sait déjà pas monter des blancs en neige, alors préparer une potion de polymorphie… Permettez-moi d'avoir des doutes."
799,Arthur," Mais comment voulez-vous que j'vous prouve que j'suis moi, ça devient débile, à la fin !"
800,Arthur, Me parler ? A c'te heure-ci ? Vous voulez mon pied au cul ?
801,Arthur," De toutes façons, c'est ma mère, j'vais pas la faire tabasser par la garde."
802,Arthur," Qu'est-ce que c'est, le Graal ? Vous savez pas vraiment ! Et moi non plus ! Et j'en ai rien à cirer ! Regardez-nous : y'en a pas deux qui ont le même âge, pas deux qui viennent du même endroit ! Des seigneurs, des chevaliers errants, des riches, des pauvres ! MAIS : à la table ronde, pour la première fois dans toute l'histoire du peuple breton, nous cherchons tous la même chose : le Graal ! C'est le Graal qui fait de vous des chevaliers, des hommes civilisés, qui nous différencie des tribus barbares. Le Graal, c'est notre union. Le Graal, c'est notre grandeur."
803,Arthur," J'suis chef de guerre moi, j'suis pas là pour agiter des drapeaux et jouer d'la trompette…"
804,Arthur," Rangez-moi ça, débile, la table ronde, c'est pas la fête de l'artisanat !"
805,Arthur, Au gros sel ? Qu'est-ce que c'est que ces conneries ? Vous me prenez pour une épaule d'agneau ?
806,Arthur, Mais j'ai pas l'temps de faire de la broderie maintenant ! J'vous dis qu'on est en train de se prendre une peignée !
807,Arthur, Un jour je vais lui fumer sa gueule à ce connard !
808,Arthur, Mais mariez-vous avec qui vous voulez et allez crever.
809,Arthur," Vous croyez vraiment que vous avez les moyens de me convoquer ? Je suis là parce que j’veux bien... Et si vous m’avez fait déplacer pour rien, je vous balance quinze jours dans une cage sans boire ni bouffer et je me démerde pour que vous chopiez le typhus. Je vous écoute. (Perceval : bon, on va faire simple.) J'vous l'conseille, oui."
810,Arthur, Il faut affranchir nos compagnons. Vous vous souviendrez ?
811,Arthur," Quel tas de merdier... Non mais sérieusement, quel merdier ! Vous vous croyez où ?"
812,Arthur," ""Décarre tes troupes de chez moi ou j'crame ton pays"". C'est assez simple comme vocabulaire ?"
813,Arthur," Arthur, le dragon, Arthur... Y'a rien qui gigote là-dedans ?"
814,Arthur," Vous, vous devriez arrêter de sourire. J'vous promets, ça devient vraiment malsain."
815,Arthur," Quand vous voyez des gadins de 15 pieds de haut plantés en rond, figurez-vous qu'ils ont pas poussé dans la nuit."
816,Arthur," Vil félon, où as-tu dissimulé le Graal Sacré ?"
817,Arthur," Fleur, unique, belle, vite ! J'ai besoin d'exprimer mon transport. (Guethenoc répond : Pour le transport, vaut mieux la brouette !)"
818,Arthur," Mais je vous emmerde, mon petit pote ! Vous commandez ce que je vous dis de commander et vous la fermez bien comme il faut !"
819,Arthur," Le plus intéressant, c'est : comment vous arrivez à faire un truc aussi immonde avec des ingrédients normaux ? [...] Mais c'est incroyable, j'ai l'impression de bouffer de la terre avec de la bouse et du gravier, ça sent le poulailler, mais c'est du céleri et des oignons... C'est prodigieux."
820,Arthur," Ah, le printemps ! La nature se réveille, les oiseaux reviennent, on crame des mecs…"
821,Arthur," Une heure avant, je me dis toujours : « Tiens, je vais déjeuner avec Perceval, ça me fait plaisir ». [...] Ça vous la coupe, ça, hein ? Bon, après, une fois que j'ai bouffé avec vous, je regrette, hein, on est d'accord. Arrivé au milieu du repas, j'ai toujours envie de vous éclater le crâne avec le tranchant de la coupe, là, vous voyez, pour vous faire... fermer votre gueule une bonne fois pour toutes... mais sinon... je vous aime."
822,Arthur," C'est parce que je cherche le Graal que je suis roi. Et du coup que vous êtes reine. Si je cherchais pas le Graal, vous seriez encore en Carmélide en train de torcher le cul des vaches dans une des fermes de votre con de père !"
823,Arthur," Mais je ne suis pas romain, merde !"
824,Arthur," On y voit comme à travers un pelle là-dedans... Hé lumière !!! Pff bande de fainéants... Ah ça, pour roupiller, vous êtes fortiches (s'esclaffe) Les chevaliers de la Table Ronde... CHEVALIERS DE MES DEUX !!! Chuis p... chuis pas roi, moi ? C'est p..., c'est pas moi le roi ?! (dégainant Excalibur) Et ça, c'est du nougat ??? Tout seul, je vais le chercher le Graal, moi, et la vie éternelle, c'est pour bibi !!! Et vous, vous irez vous gratter !!!"
825,Arthur," Vous savez quelle est la différence entre la chèvre et vous ? La chèvre elle a couiné cinq minutes ; vous, vous râlez depuis trois heures."
826,Arthur," Le seigneur Perceval ne se met jamais en situation dangereuse. Pour ça, il fait preuve d'une intelligence redoutable."
827,Arthur," Mais vous êtes pas mort, espèce de connard ?"
828,Arthur," Oubliez ce que je viens de dire. Le Graal, c'est de la merde."
829,Arthur," J'vais vous dire : même si le pays était à feu et à sang, il serait hors de question que j'rate un truc pareil !"
830,Arthur," Et si je vous dis que vous êtes deux glands, là, vous avez du péremptoire. C’est vous qui voyez."
831,Arthur," Je gueule ; c'est vrai, j'suis un peu sec, tout ça... Mais pour quelqu'un comme moi, qui a facilement tendance à la dépression, c'est très important ce que vous faites, parce que... Comment vous dire... C'est systématiquement débile mais c'est toujours inattendu. Et ça c'est très important pour la... la santé du... du cigare..."
832,Arthur," Mais ça va, maintenant, arrêtez le cirque, on va pas y passer la journée ! J'vous dis qu'il faut qu'j'aille chez Dagonet, alors j'attends qu'vous vous pétiez un bras, et j'me casse, alors magnez-vous l'tronc !"
833,Arthur, Y'a trop de clampins qui se disent poètes qui sortent la licence poétique dès qu'ils pondent trois merdes que personne comprend.
834,Arthur," Au printemps, le sommeil ne cesse dès l'aurore. Partout se font ouïr les gazouillis d'oiseaux. La nuit s'achève enfin dans le souffle des eaux, qui sait combien de fleurs seront tombées encore. Ah, ben oui, c'est sûr, c'est du chinetoque (poème de Meng Haoran - VIII°s), hein, les mecs ils se râclent un peu la soupière avant de sortir n'importe quelle connerie !"
835,Arthur," Mais qu'est-ce que que vous faites là, trou du cul ?"
836,Arthur, Est-ce que vous avez conscience que j'ai de menues responsabilités au sein de ce gouvernement qui me tiennent relativement éloigné des problèmes de répartition des piaules ?
837,Arthur," Non non non, il vous a pas traité de cheval ! C'est même pas mon ministre en plus."
838,Arthur, Si il lâche une caisse... ça le fait ou pas ?
839,Arthur," Si vous dites ""fer à cheval"", j'vous colle aux travaux forcés pendant six mois."
840,Arthur," Je file votre chambre à personne ! J'en ai rien à carrer, je me lave !"
841,Arthur," Et alors vous allez me libérer les locaux avant ce soir vous entendez ? J'veux les turnes impeccables, les draps en tas dans le couloir et les clefs sur la porte, vous retournez crécher dans vos pays de débiles et vous foutez le camp de ma salle de bain !"
842,Arthur," Bohort, je vous donne l'ordre de vous rendre immédiatement en Andalousie pour y rencontrer le chef wisigoth et lui transmettre le message de paix suivant :... « Coucou »…"
843,Arthur," Alors, à qui qu'elle est morte, la vavache ?"
844,Arthur," Mais non, mais je vous prête pas une grange pour stocker des chinois ! [Venec : Deux semaines! Le temps de trouver preneur.] Mais ça fait six ans que j’essaie d’abolir l’esclavage sur le territoire, je vais pas foutre des chinois dans une grange !"
845,Arthur," Tenez, le Graal : personne ne sait ce que c'est ! Même vous, les dieux, vous êtes pas foutus de vous mettre d'accord, et moi j'me trimbale que des tarés ! Pas un pour racheter l'autre ! Si, y a Lancelot qui tient debout, seulement Lancelot, lui, il va foutre le camp ! [...] Le Graal, je sais pas où il est mais il va y rester un moment, c'est moi qui vous l'dis !"
846,Arthur," Quoi, Excalibur ? Vous la voulez ? Tenez, je vous la rends ! Confiez-la donc à Perceval, il paraît qu'il a un plus grand destin que le mien !"
847,Arthur," Quand on file une histoire à un copiste, pour qu'il en fasse 3 exemplaires, qu'ça va lui prendre trois mois,et qu'ça va coûter la peau des fesses, c'est pas pour raconter le temps qu'il fait ou ce que vous avez bouffé le midi, hein, il faut qu'ça pète !"
848,Arthur, Le Saint-Suaire ? Vous avez foutu en l'air le Saint-Suaire ?
849,Arthur," La religion c'est le bordel, admettez-le ! Alors laissez-moi prier c'que j'veux tranquille. 'M'empêche pas d'la chercher, votre saloperie de Graal."
850,Arthur, Mais c'est pas vrai mais c'est pas vrai mais c'est pas vraiiiiiiii !
851,Arthur," Ben évidemment, j'le compte pas comme un Ibère !"
852,Arthur, Mais votre oncle mes béliers pourris il va se les prendre dans le fion !
853,Arthur," Le Roi a décidé pour le jour d'aujourd'hui
Qu'en vers de douze pieds vous devrez vous comprendre
Depuis l'aube levée et ce jusqu'à la nuit
Ainsi célébrerez le trépas d'Alexandre."
854,Arthur," J’vais vous en faire préparer un de bon de sortie. Signé, tamponné, tout ce qu’il y a de plus officiel. Et puisque vous aimez les catapultes, on va vous mettre les miches dedans, vous, votre fils, votre femme, et tout l’orchestre. Et paf ! Feu nourri, direction Carmélide, la Bretagne vue du ciel ! Ça vous apprendra à bouffer à tous les râteliers !"
855,Arthur," Et ben si ils veulent la place les gars, je leur laisse ! Qu’ils y viennent chercher le Graal, avec la compagnie de loustics que je me promène... Je leur souhaite un bon séjour aux mecs ! Ils se les farciront, les séances de la Table Ronde où tout le monde roupille du début à la fin ! Les doléances, les revendications, les clans ! Moi, pendant ce temps-là, j’irai glander en Andalousie ! Là-bas au moins, on peut se baigner sans avoir les doigts de pieds tout bleus au bout de cinq minutes !"
856,Arthur, C’était quand la dernière fois qu’on s’est retrouvés tous d’accord sur un truc !?
857,Arthur," Franchement, j'ai connu des cafards moins opiniâtres…"
858,Arthur," Là, ça pue du cul, mais violent."
859,Arthur, Je pense que vous glandouillez bien assez comme ça dans la réalité pour qu'on puisse se permettre d'optimiser le fictionnel.
860,Arthur," Non, comme salope en Orcanie, y'a ma sœur, la reine. Votre mère quoi, mais vous le saviez, ça ?"
861,Arthur," Naaan mais c'est au-delà de ça je crois. L'autre jour, je rentrais de la plage et j'suis tombé sur un coin à fraises. Alors j'm'en suis fait un plein ventre ... paske les fraises, quand on leur fout la paix en fait, elles sont consommables. Là c'est aussi des fraises, probablement les mêmes d'ailleurs, mais par un procédé miraculeux, que j'arrive pas à m'imaginer ... on dirait des gadins."
862,Arthur, Vous vous entraînez à mettre le merdier ?!?
863,Arthur, J'bouff'rais un ch'val en salade !!!
864,Arthur," Non mais... Que vous soyez débile c'est une chose, mais là y a de la mauvaise volonté quand même !"
865,Arthur," Le fait est que je n'ai pas de place pour une histoire comme la nôtre. J'avoue, j'ai un peu profité de nous pour me soutirer à une condition pas toujours facile : le Graal, le seigneur Lancelot, la Bretagne, le peuple... Mais les Dieux n'aiment pas ça, les Dieux n'aiment pas notre histoire, ils le prouvent tous les jours. Alors on va arrêter le tir. Je renonce, à vous. Je suis désolé, c'est la meilleure chose à faire. Faites ce que vous pouvez pour m'en vouloir le moins possible."
866,Arthur, MAIS C'EST PAS POSSIBLE QUE LA DAME DU LAC ELLE SACHE PAS NAGER !!!
867,Arthur," Faire tourner cette baraque... et guider tous ces débiles jusqu’au Graal, c’est sur moi que c’est tombé. Les dieux ont trouvé une bonne pomme pour s’arracher les cheveux avec cette histoire de dingues, ils sont pas près de la lâcher."
868,Arthur," Puis des collaborateurs qui savent rien faire, excusez-moi mais depuis la table ronde j'ai que ça, des collaborateurs qui savent rien faire. [Léodagan: Dites, oubliez pas que je suis dans le lot.] Parce que, quoi ? Vous avez trouvé le Graal la semaine dernière c'est ça ? Vous me le dites pas pour me faire une surprise ?"
869,Arthur," Je suis désolé, mais les dieux ont pas l’air de votre avis. Je crois qu’ils en ont marre de ma tronche."
870,Arthur," J'suis roi de Bretagne, j'ai pas de conseil à recevoir d'une clodo !"
871,Arthur," Mais enfin, ça fait 15 lieues que vous nous pétez les noyaux avec vos bestioles : les moutons, les chèvres, les poules, vous croyez que ça nous intéresse ça ? (...) Oh là là, mais c'est pas vrai, les poules euh… c'est plus ce que c'était, les chèvres c'est pas rentable, maintenant les moutons c'est fastidieux ! Vous savez même pas ce que ça veut dire « fastidieux » !"
872,Arthur, Arrêtez de m'appeler Sire.
873,Arthur," Je parle moins maintenant, je terrasse plus mes ennemis par l'éloquence. Plus je vieillis, plus je ferme ma gueule. Aujourd'hui, ce qu'il me faudrait c'est le médaillon d'Harpocrate avec le doigt sur la bouche, comme ça. Je suis... désolé de jamais être revenu vous voir."
874,Arthur," Pour le Graal, j’ai bâti une forteresse, moi. Kaamelott, ça s’appelle. J’ai été chercher des chevaliers dans tout le royaume. En Calédonie, en Carmélide, à Gaunes, à Vannes, aux Pays de Galles... J’ai fait construire une grande table, pour que les chevaliers s’assoient ensemble. Je l’ai voulue ronde, pour qu’aucun d’entre eux ne se retrouve assis dans un angle, ou en bout de table. C’était compliqué, alors j’ai essayé d’expliquer ce qu’était le Graal, pour que tout le monde comprenne. C’était difficile, alors j’ai essayé de rigoler pour que personne ne s’ennuie. J’ai raté, mais je veux pas qu’on dise que j’ai rien foutu, parce que c’est pas vrai."
875,Arthur, Qu'est-ce que c'est que quelqu'un qui souffre et qui fait couler son sang par terre pour que tout le monde soit coupable ? Tous les suicidés sont le Christ. Toutes les baignoires sont le Graal…
876,Arthur," Ça fait une heure qu'on vous achète tout ce qui vous passe sous le nez ! Si jamais on vous attaque, les gardes peuvent même pas vous défendre parce qu'ils sont obligés de transporter vos saloperies !"
877,Arthur," Les rêves, ça se compare pas."
878,Arthur," Je suis le Roi Arthur, je ne désespère pas. Jamais je perds courage. Je suis un exemple pour les enfants."
879,Arthur," Dans cette tablette, vous avez les pleins pouvoirs. [Lancelot: Pardon ?!] La forteresse de Kaamelott, le royaume de Logres, la fédération bretonne, la table ronde, la quête du Graal. C'est vous qui êtes en charge maintenant. [Lancelot: Je, je ne comprends pas…] Mais il y a rien a comprendre. Vous voulez essayer ? Eh ben essayez. Voilà, c'est votre récompense pour m'avoir sauvé la vie : les pleins pouvoirs."
880,Arthur, Vous vous souvenez de l'époque ou vous croyiez aux mêmes choses que moi ? Parce que moi je m'en souviens. Vous savez ce qu'on va faire ? On va faire comme si il s'était rien passé depuis.
881,Arthur," Lancelot, vous êtes un grand chef ou pas ?  Alors rappelez-vous toujours de ça : Les grands chefs n'ont qu'un point commun. Ils ne se battent que pour la dignité des faibles"
882,Père Blaise,  Ah ouais ? Eh bien moi je mange avec mon tonton Gethenoc et ton pape TU PEUX TE LE FOUTRE DANS LE CUL !
883,Père Blaise," Faudrait voir à pas oublier que sans les Romains, on serait jamais qu’une bande de pécores qui pataugent dans la bouse !"
884,Père Blaise," Non mais attendez, je crois qu'on s'est mal compris, là : vous avez une idée du temps qu'il me faut pour tracer une lettre avec ces PUTAINS DE PLUMES ?!"
885,Père Blaise," Oh oui oui, c'est magnifique, oui, oui, il y a des taches, c'est tout barré, j'ai tellement raturé que j'ai transpercé le papier... C'est immonde... on dirait que j'ai lavé par terre avec, mais c'est fait…"
886,Père Blaise, Non mais là ! Pourtant vous allez pas dire que j'suis à cheval sur les principes ! Mais question chasteté on a quand même un chevalier sur huit qui est cul nu !
887,Père Blaise," C'est chaste mais c'est pas officiel, et la Table Ronde c'est pas un bal costumé, merde !"
888,Père Blaise," Voilà ! C’est tout ce qu’y a ! Unisson, quarte, quinte et c’est marre ! Tous les autres intervalles, c’est de la merde ! Le prochain que je chope en train de siffler un intervalle païen, je fais un rapport au pape !"
889,Père Blaise, MAIS VOUS ÊTES DES MALAAAADES !!!
890,Père Blaise," Non, mais attention ! Si je deviens pape, y'a rien qui m'empêche de revenir de temps en temps pour faire un petit coucou."
891,Père Blaise," Vous racontez ce qui s'est passé, d'un coup, sans vous arrêter, et si vous changez des trucs, je vous envoie le registre à travers la gueule. Vu ?"
892,Père Blaise," En voilà une bonne chose, faisons la liste des cons, et puis ça me donnera l'occasion de gratter du papier."
893,Père Blaise," Ouais, ben si vous vouliez du captivant, fallait peut-être me faire lire autre chose que des textes de lois !"
894,Père Blaise," Moi je viens un peu en tant que médiateur hein, et je confirme hein, c'est une très grosse morue dont vous devriez vous méfier !"
